y/H,N,U/Uc,V/Uc,W/Uc
2.02E+00,2.08E-01,-3.10E-05,-1.06E-05,8.22E-06,-6.85E-06,7.77E-06
2.02E+00,2.33E-01,-4.93E-05,1.92E-05,-1.61E-05,-1.00E-05,7.06E-06
2.02E+00,2.57E-01,3.90E-05,-8.10E-06,-6.86E-06,-4.60E-05,1.29E-06
2.02E+00,2.80E-01,1.20E-05,-1.91E-05,3.09E-06,1.54E-05,3.62E-05
2.02E+00,3.06E-01,-2.47E-05,-2.20E-05,-1.26E-05,-3.99E-06,3.36E-05
2.02E+00,3.30E-01,-1.38E-06,-5.13E-06,5.35E-06,-3.67E-05,6.18E-05
2.02E+00,3.54E-01,2.81E-05,-6.25E-06,4.50E-06,1.54E-06,5.60E-05
2.02E+00,3.78E-01,6.25E-05,-4.12E-05,1.59E-05,-1.35E-05,-1.06E-05
2.02E+00,4.03E-01,4.93E-05,-1.01E-04,2.32E-06,-6.76E-07,7.01E-05
2.02E+00,4.28E-01,-1.30E-05,-4.42E-05,-5.14E-06,4.60E-06,7.52E-05
2.02E+00,4.53E-01,-1.37E-05,-8.45E-05,6.01E-05,-6.46E-05,6.30E-05
2.02E+00,4.77E-01,-2.06E-06,-9.50E-05,7.86E-05,-8.63E-05,4.23E-05
2.02E+00,5.02E-01,1.61E-05,-2.83E-04,-3.32E-05,-1.21E-04,8.05E-05
2.02E+00,5.25E-01,6.22E-05,-3.20E-04,3.22E-07,-1.73E-04,-1.84E-06
2.02E+00,5.51E-01,8.41E-05,-3.25E-04,-3.26E-05,-1.02E-04,-1.74E-05
2.02E+00,5.74E-01,3.19E-05,-2.66E-04,-3.82E-05,-6.43E-05,9.36E-05
2.02E+00,5.99E-01,1.24E-04,-4.15E-04,-2.03E-05,-2.14E-04,-1.06E-04
2.02E+00,6.23E-01,8.41E-05,-7.00E-04,-7.03E-05,-7.85E-05,-1.60E-04
2.02E+00,6.48E-01,-1.18E-04,-3.04E-04,-3.32E-05,-1.97E-04,2.76E-05
2.02E+00,6.72E-01,2.00E-04,-3.76E-04,9.95E-05,-1.09E-04,3.13E-04
2.02E+00,6.97E-01,1.52E-04,-4.77E-04,1.02E-04,-1.54E-04,-9.73E-05
2.02E+00,7.21E-01,3.85E-04,-3.46E-04,8.27E-05,-1.87E-04,2.96E-04
2.02E+00,7.46E-01,4.00E-04,-4.52E-04,5.96E-05,-2.31E-04,-1.58E-05
2.02E+00,7.70E-01,3.14E-04,-6.00E-04,1.18E-04,-3.03E-04,1.91E-04
2.02E+00,7.95E-01,6.58E-04,-6.85E-04,-1.64E-04,-5.85E-04,1.59E-04
2.02E+00,8.19E-01,4.87E-04,-7.91E-05,1.32E-04,2.56E-05,-1.52E-04
2.02E+00,8.44E-01,5.98E-04,-9.78E-04,6.56E-05,-3.40E-04,1.08E-04
2.02E+00,8.68E-01,5.36E-04,-4.61E-04,-2.90E-05,-3.75E-04,1.37E-04
2.02E+00,8.93E-01,2.44E-04,-8.40E-04,-2.36E-04,-5.76E-04,-1.44E-05
2.02E+00,9.17E-01,1.19E-04,-6.20E-04,-3.19E-04,2.50E-05,-5.30E-05
2.02E+00,9.42E-01,-2.62E-04,-3.75E-04,8.29E-07,-2.05E-04,2.11E-04
2.02E+00,9.66E-01,-2.64E-04,4.73E-05,-2.30E-05,3.17E-06,-2.99E-04
2.02E+00,9.91E-01,9.20E-05,-5.09E-05,-3.63E-05,8.76E-05,1.15E-03
2.02E+00,1.01E+00,-3.60E-04,4.92E-04,-1.35E-04,3.51E-05,-1.23E-04
2.02E+00,1.04E+00,-9.82E-04,6.98E-04,2.77E-05,4.45E-04,-8.19E-04
2.02E+00,1.06E+00,-4.58E-04,6.39E-04,-2.00E-05,1.23E-04,1.19E-04
2.02E+00,1.09E+00,-1.07E-03,5.36E-04,-7.65E-05,4.06E-04,3.38E-04
2.02E+00,1.11E+00,-7.83E-04,5.91E-04,-1.86E-04,4.01E-04,-5.09E-04
2.02E+00,1.14E+00,-7.91E-04,3.76E-04,-9.56E-05,3.86E-04,-6.69E-05
2.02E+00,1.16E+00,-5.75E-04,4.47E-04,-4.66E-05,3.65E-04,1.14E-04
2.02E+00,1.19E+00,-3.04E-04,1.64E-04,-7.66E-05,2.46E-04,-2.36E-05
2.02E+00,1.21E+00,-1.96E-04,3.24E-04,-8.03E-05,1.29E-04,1.75E-05
2.02E+00,1.24E+00,-3.38E-04,3.08E-04,4.60E-05,2.21E-04,7.90E-05
2.02E+00,1.26E+00,-2.23E-04,1.77E-04,8.21E-05,1.54E-04,4.99E-05
2.02E+00,1.28E+00,-1.69E-04,1.87E-04,5.50E-05,5.92E-05,2.64E-05
2.02E+00,1.31E+00,-1.47E-04,1.02E-04,-3.19E-05,8.97E-05,-3.24E-05
2.02E+00,1.33E+00,-1.31E-04,9.64E-05,3.66E-05,8.58E-05,-6.42E-06
2.02E+00,1.36E+00,-3.97E-05,8.64E-05,6.93E-07,3.11E-05,1.79E-08
2.02E+00,1.38E+00,-6.31E-05,5.90E-05,-2.66E-05,3.44E-05,-1.81E-05
2.02E+00,1.41E+00,-4.41E-05,2.55E-05,-1.87E-06,2.33E-05,-2.03E-05
2.02E+00,1.43E+00,-3.71E-05,2.20E-05,-2.09E-06,1.10E-05,-6.09E-06
2.02E+00,1.46E+00,-3.75E-05,1.72E-05,9.81E-07,3.39E-05,1.11E-05
2.02E+00,1.48E+00,-3.59E-05,3.70E-05,1.58E-05,1.46E-05,-4.20E-06
2.02E+00,1.50E+00,-2.65E-05,3.71E-05,3.00E-06,1.28E-05,-3.04E-05
2.02E+00,1.53E+00,-4.51E-05,2.74E-05,-4.47E-06,4.00E-05,-2.44E-05
2.02E+00,1.55E+00,-1.31E-05,1.99E-05,-1.72E-06,5.40E-06,1.65E-05
2.02E+00,1.58E+00,-2.07E-05,4.06E-05,1.27E-06,1.01E-05,-1.04E-05
2.02E+00,1.60E+00,-1.31E-05,1.72E-05,-4.03E-07,-1.43E-06,-1.23E-05
2.02E+00,1.63E+00,-2.81E-05,1.10E-05,-3.87E-06,1.67E-05,-1.61E-06
2.02E+00,1.65E+00,-2.72E-05,1.92E-05,3.00E-06,1.64E-05,1.17E-05
2.02E+00,1.67E+00,-2.70E-05,1.82E-05,-2.72E-06,1.70E-05,-6.56E-06
2.02E+00,1.70E+00,-2.09E-05,3.16E-05,-3.44E-06,2.71E-06,1.22E-06
2.02E+00,1.72E+00,-2.01E-05,1.49E-05,1.31E-06,5.25E-06,6.37E-06
2.02E+00,1.75E+00,-1.65E-05,6.51E-06,-3.72E-06,-2.56E-06,-6.54E-06
2.02E+00,1.77E+00,-9.51E-06,1.75E-05,-2.02E-06,3.72E-06,-9.87E-06
2.02E+00,1.80E+00,-1.62E-05,2.21E-05,-2.75E-08,1.07E-05,2.59E-06
2.02E+00,1.82E+00,-1.02E-05,1.36E-05,5.73E-06,5.84E-06,-2.83E-06
2.02E+00,1.85E+00,-1.08E-05,2.39E-06,2.02E-08,5.45E-06,-5.40E-06
2.02E+00,1.87E+00,-1.34E-05,1.38E-05,9.57E-07,3.89E-06,-7.16E-06
2.02E+00,1.90E+00,-1.57E-05,1.20E-05,-5.02E-07,6.50E-06,7.34E-07
2.02E+00,1.92E+00,-4.41E-06,-7.76E-06,-4.81E-06,-3.37E-06,-4.26E-06
2.02E+00,1.94E+00,-8.99E-06,2.77E-06,-1.57E-06,-1.45E-07,4.48E-07
2.02E+00,1.97E+00,-1.07E-05,3.61E-06,-5.85E-06,-3.97E-06,-8.16E-07
2.02E+00,1.99E+00,-1.22E-05,-9.62E-06,-3.67E-06,-1.27E-06,-4.46E-06
2.02E+00,2.02E+00,-1.01E-05,-4.23E-06,2.28E-06,8.91E-07,6.75E-06
2.02E+00,2.04E+00,-1.36E-05,3.70E-06,-9.04E-06,-3.09E-06,1.56E-06
2.02E+00,2.07E+00,-1.53E-05,4.60E-06,3.86E-06,-8.61E-06,-1.45E-06
2.02E+00,2.09E+00,-2.00E-05,-1.59E-05,3.16E-06,-8.02E-06,3.00E-06
2.02E+00,2.11E+00,-1.30E-05,-2.17E-05,4.96E-07,5.02E-07,-1.92E-07
2.02E+00,2.14E+00,-2.19E-05,-1.77E-05,5.50E-06,-5.30E-07,2.15E-06
2.02E+00,2.16E+00,-1.97E-05,-1.56E-05,5.16E-06,-7.70E-06,-3.83E-06
2.02E+00,2.19E+00,-2.72E-05,-1.20E-05,8.10E-07,-1.40E-05,6.41E-06
2.02E+00,2.21E+00,-3.51E-05,-8.50E-06,4.56E-06,-1.06E-05,-1.68E-06
2.02E+00,2.24E+00,-3.06E-05,-1.95E-05,3.36E-06,-8.69E-06,-4.14E-06
2.02E+00,2.26E+00,-1.99E-05,-2.94E-05,-5.94E-06,-5.73E-06,8.34E-08
2.02E+00,2.29E+00,-1.11E-05,-2.58E-05,1.56E-06,-2.25E-05,-1.72E-05
2.02E+00,2.31E+00,-2.18E-05,-8.53E-06,-2.73E-06,-6.16E-06,1.17E-06
2.02E+00,2.33E+00,-2.78E-05,-4.15E-05,4.10E-06,-2.40E-05,1.58E-06
2.02E+00,2.36E+00,-2.67E-05,-4.13E-05,-7.41E-06,-1.76E-05,-1.61E-05
2.02E+00,2.38E+00,-3.80E-05,-4.07E-05,6.99E-06,-1.69E-05,-8.36E-06
2.02E+00,2.41E+00,-2.95E-05,-2.76E-05,8.95E-06,-6.80E-06,9.85E-06
2.02E+00,2.43E+00,-1.65E-05,-3.10E-05,-5.10E-06,-1.30E-05,-2.11E-05
2.02E+00,2.46E+00,-5.23E-05,-1.65E-05,-1.91E-05,-2.77E-05,-2.90E-05
2.02E+00,2.48E+00,-2.21E-06,-4.31E-05,9.37E-07,6.30E-06,-6.57E-06
2.02E+00,2.51E+00,-1.25E-05,-3.10E-05,-9.23E-06,-2.45E-05,-1.29E-05
2.02E+00,2.53E+00,-2.83E-05,-3.96E-05,-3.71E-06,-1.29E-05,-1.10E-05
2.02E+00,2.55E+00,-2.74E-05,-3.34E-05,8.21E-06,-1.31E-05,8.88E-06
2.02E+00,2.58E+00,-2.38E-05,-3.63E-05,1.92E-06,-1.59E-05,3.16E-06
2.02E+00,2.60E+00,-2.65E-05,-3.90E-05,-9.42E-06,-1.11E-05,-3.79E-05
2.02E+00,2.63E+00,-3.50E-05,-2.32E-05,-1.49E-05,-2.64E-05,-4.66E-06
2.02E+00,2.65E+00,-2.16E-05,-3.49E-05,7.96E-06,-7.48E-06,2.99E-05
2.02E+00,2.68E+00,-5.09E-05,-4.62E-05,1.10E-05,-1.27E-05,2.16E-05
2.02E+00,2.70E+00,7.70E-06,-5.49E-05,2.93E-06,-9.41E-06,-1.98E-05
2.02E+00,2.73E+00,7.29E-07,-3.33E-05,1.58E-06,-2.52E-05,1.39E-05
2.02E+00,2.75E+00,-4.96E-05,-1.34E-05,-1.35E-05,8.66E-06,-3.59E-05
2.02E+00,2.77E+00,-4.09E-05,-1.07E-05,6.61E-06,-2.00E-05,4.45E-07
2.02E+00,2.80E+00,-6.65E-05,-1.59E-05,-1.06E-05,-1.94E-05,1.62E-05
2.02E+00,2.82E+00,-3.46E-05,-2.20E-05,1.05E-05,-1.64E-05,-4.93E-06
2.02E+00,2.85E+00,-6.94E-06,1.46E-05,-1.70E-05,1.35E-06,-1.49E-05
2.02E+00,2.87E+00,9.47E-06,-5.29E-06,-6.51E-06,-3.19E-05,-3.28E-05
2.02E+00,2.90E+00,8.58E-05,3.54E-06,-7.52E-06,1.38E-07,-1.51E-05
2.02E+00,2.92E+00,1.03E-04,1.02E-05,2.52E-06,1.48E-06,-5.46E-06
2.02E+00,2.95E+00,1.02E-04,1.00E-06,-4.16E-07,-6.06E-06,-6.92E-06
2.02E+00,2.96E+00,4.59E-05,1.06E-07,-1.39E-07,2.05E-06,-5.59E-07

x/H,y/H,uww>/Uc**3,<vvv>/Uc**3,<vvw>/Uc**3,<vww>/Uc**3,<www>/Uc**3
3.00E+00,2.14E-02,1.51E-10,6.68E-09,1.32E-09,2.60E-10,5.12E-11
3.00E+00,4.18E-02,8.63E-05,3.55E-06,1.58E-05,6.59E-05,-1.11E-04
3.00E+00,6.10E-02,3.89E-05,1.22E-05,2.77E-05,8.36E-05,-2.43E-05
3.00E+00,8.46E-02,-1.20E-05,-9.46E-06,1.65E-05,8.95E-06,8.46E-06
3.00E+00,1.10E-01,4.22E-04,2.50E-05,8.00E-05,1.74E-04,9.75E-05
3.00E+00,1.35E-01,2.34E-04,-9.66E-05,5.11E-05,-5.27E-05,-1.58E-04
3.00E+00,1.59E-01,1.87E-04,-1.23E-04,1.14E-04,-1.26E-05,7.40E-05
3.00E+00,1.84E-01,-2.49E-05,-1.48E-04,3.62E-05,7.40E-05,5.08E-05
3.00E+00,2.09E-01,-3.54E-05,-2.34E-04,6.29E-05,9.79E-06,-9.37E-05
3.00E+00,2.29E-01,9.36E-05,-6.08E-05,3.31E-05,1.19E-04,6.11E-05
3.00E+00,2.56E-01,1.06E-04,-1.82E-04,3.00E-06,8.25E-05,4.46E-04
3.00E+00,2.80E-01,9.32E-05,-4.00E-04,3.84E-05,-1.62E-04,1.13E-04
3.00E+00,3.06E-01,2.49E-04,-1.13E-04,9.09E-05,-3.00E-05,-2.35E-04
3.00E+00,3.30E-01,7.81E-06,-2.56E-04,4.40E-05,7.58E-05,-6.97E-05
3.00E+00,3.53E-01,-8.20E-05,-1.05E-03,-4.33E-04,-9.56E-05,-4.25E-05
3.00E+00,3.78E-01,6.59E-06,-1.54E-04,-3.20E-05,-2.70E-05,8.13E-06
3.00E+00,4.04E-01,-3.60E-04,-6.01E-04,3.42E-05,-5.30E-05,-2.67E-04
3.00E+00,4.27E-01,1.17E-04,-4.49E-05,-6.73E-06,-1.21E-04,1.31E-07
3.00E+00,4.52E-01,2.70E-04,-1.30E-04,-4.16E-05,7.22E-05,2.99E-04
3.00E+00,4.76E-01,6.32E-04,7.32E-05,1.76E-04,3.87E-06,1.57E-04
3.00E+00,5.03E-01,9.67E-04,-3.72E-04,4.51E-04,-4.99E-04,2.37E-04
3.00E+00,5.26E-01,-9.55E-05,-8.13E-05,2.32E-04,-7.22E-05,-5.19E-04
3.00E+00,5.50E-01,1.07E-04,-2.81E-04,2.51E-04,-3.43E-04,-4.44E-04
3.00E+00,5.74E-01,9.69E-04,-8.31E-05,9.72E-05,-8.67E-04,1.29E-03
3.00E+00,5.99E-01,3.86E-04,-5.81E-04,4.41E-04,-4.84E-04,-2.02E-04
3.00E+00,6.24E-01,4.30E-04,-1.47E-04,3.40E-04,-1.56E-04,6.90E-04
3.00E+00,6.48E-01,2.67E-04,-4.99E-04,1.14E-04,-7.13E-05,2.71E-04
3.00E+00,6.72E-01,8.57E-05,-1.12E-05,-6.84E-05,-4.26E-04,-2.27E-04
3.00E+00,6.97E-01,-8.92E-04,2.86E-04,-6.96E-06,-1.47E-04,7.25E-05
3.00E+00,7.21E-01,-2.36E-04,-2.27E-04,-1.36E-04,7.12E-05,-3.11E-04
3.00E+00,7.46E-01,-4.72E-05,-2.69E-04,-1.77E-04,-2.09E-04,6.89E-04
3.00E+00,7.70E-01,-8.48E-05,-8.70E-04,-1.39E-04,5.24E-05,-1.72E-04
3.00E+00,7.97E-01,-2.10E-04,-2.34E-04,-1.00E-04,-2.40E-04,1.93E-04
3.00E+00,8.19E-01,4.46E-04,-3.21E-04,-1.93E-04,-4.83E-04,1.05E-04
3.00E+00,8.43E-01,4.90E-04,-3.02E-04,-3.21E-04,-1.71E-04,5.64E-04
3.00E+00,8.69E-01,1.50E-04,1.33E-04,3.07E-05,-1.87E-04,-2.62E-04
3.00E+00,8.93E-01,-1.33E-04,2.81E-04,1.60E-04,-2.99E-04,-6.62E-04
3.00E+00,9.17E-01,-2.21E-04,5.04E-04,3.14E-04,-1.58E-04,3.54E-04
3.00E+00,9.41E-01,-6.18E-05,-1.27E-04,3.16E-05,2.55E-04,1.47E-04
3.00E+00,9.65E-01,-4.88E-04,2.13E-04,-2.53E-04,5.61E-05,-8.71E-05
3.00E+00,9.91E-01,2.93E-04,9.34E-04,-2.39E-04,1.76E-05,-6.01E-04
3.00E+00,1.01E+00,6.39E-05,2.92E-04,-1.08E-04,-5.90E-05,9.75E-05
3.00E+00,1.04E+00,-3.31E-04,2.15E-04,8.66E-05,1.19E-04,7.81E-04
3.00E+00,1.06E+00,-5.59E-04,4.23E-04,-6.14E-05,2.52E-04,-1.13E-04
3.00E+00,1.09E+00,-3.83E-04,6.02E-04,1.03E-04,1.07E-04,-1.73E-04
3.00E+00,1.11E+00,-4.04E-04,7.68E-04,-2.47E-05,3.34E-04,-3.11E-04
3.00E+00,1.14E+00,-6.22E-04,6.41E-04,5.58E-05,2.27E-04,-2.98E-05
3.00E+00,1.16E+00,-5.16E-04,4.51E-04,-1.69E-04,2.95E-04,1.97E-04
3.00E+00,1.19E+00,-3.33E-04,6.53E-04,4.25E-05,9.28E-05,-5.44E-05
3.00E+00,1.21E+00,-4.88E-04,9.03E-04,1.11E-04,3.45E-04,6.37E-05
3.00E+00,1.24E+00,-3.92E-04,5.16E-04,1.76E-05,2.93E-04,1.23E-04
3.00E+00,1.26E+00,-1.47E-04,4.50E-04,-5.55E-05,2.00E-04,-7.61E-05
3.00E+00,1.28E+00,-2.46E-04,4.29E-04,-1.23E-05,1.21E-04,-1.74E-04
3.00E+00,1.31E+00,-1.39E-04,3.22E-04,-9.41E-06,1.10E-04,1.07E-04
3.00E+00,1.33E+00,-1.50E-04,2.20E-04,2.84E-05,1.37E-04,4.37E-05
3.00E+00,1.36E+00,-9.96E-05,1.10E-04,-2.31E-05,5.08E-05,8.43E-06
3.00E+00,1.38E+00,-3.63E-05,9.25E-05,-2.21E-05,2.07E-05,-2.22E-05
3.00E+00,1.41E+00,-9.92E-05,1.72E-04,-3.17E-06,6.55E-05,2.11E-05
3.00E+00,1.43E+00,-9.46E-05,5.76E-05,-5.87E-06,5.50E-05,-4.65E-06
3.00E+00,1.45E+00,-7.80E-05,5.26E-05,9.93E-06,4.48E-05,1.49E-05
3.00E+00,1.48E+00,-4.24E-05,8.22E-05,3.09E-05,4.37E-05,3.83E-05
3.00E+00,1.50E+00,-2.94E-05,5.72E-05,8.73E-06,4.06E-05,-1.31E-05
3.00E+00,1.53E+00,-3.27E-05,4.55E-05,4.48E-07,2.70E-05,-6.96E-07
3.00E+00,1.55E+00,-2.75E-05,2.28E-05,-2.63E-06,2.52E-05,7.96E-06
3.00E+00,1.58E+00,-2.36E-05,2.98E-05,5.00E-06,1.19E-05,3.89E-07
3.00E+00,1.60E+00,-2.62E-05,3.50E-05,-2.91E-06,1.56E-05,-1.37E-05
3.00E+00,1.63E+00,-2.94E-05,2.44E-05,-3.26E-06,1.89E-05,3.77E-06
3.00E+00,1.65E+00,-2.23E-05,2.28E-05,-3.61E-07,1.84E-05,8.34E-06
3.00E+00,1.67E+00,-2.04E-05,1.52E-05,6.73E-06,1.17E-05,-6.10E-06
3.00E+00,1.70E+00,-2.23E-05,1.25E-05,5.82E-06,6.80E-06,4.65E-06
3.00E+00,1.72E+00,-2.69E-05,1.37E-05,-4.42E-06,7.41E-06,1.59E-06
3.00E+00,1.75E+00,-1.44E-05,2.14E-05,4.24E-06,1.11E-05,3.00E-06
3.00E+00,1.77E+00,-1.69E-05,9.44E-06,9.27E-08,4.16E-06,-8.97E-06
3.00E+00,1.80E+00,-1.34E-05,1.59E-05,-2.79E-06,5.37E-06,-7.94E-06
3.00E+00,1.82E+00,-1.33E-05,1.97E-05,3.16E-06,1.04E-05,-2.36E-06
3.00E+00,1.85E+00,-1.78E-05,9.71E-06,2.97E-06,7.50E-06,1.32E-06
3.00E+00,1.87E+00,-1.07E-05,2.13E-05,4.98E-06,9.24E-06,-1.21E-06
3.00E+00,1.90E+00,-1.48E-05,5.96E-06,3.58E-06,5.89E-06,3.78E-07
3.00E+00,1.92E+00,-9.54E-06,1.01E-06,1.07E-06,1.04E-06,3.14E-06
3.00E+00,1.94E+00,-1.67E-05,-6.68E-07,1.78E-06,9.37E-08,-5.29E-06
3.00E+00,1.97E+00,-1.09E-05,-1.26E-06,8.27E-07,2.25E-06,2.25E-06
3.00E+00,1.99E+00,-1.37E-05,-5.18E-06,2.30E-06,-1.43E-06,3.09E-06
3.00E+00,2.02E+00,-1.67E-05,-4.38E-06,2.21E-06,2.62E-06,1.41E-05
3.00E+00,2.04E+00,-2.09E-05,8.16E-08,-4.29E-06,-7.64E-06,-2.65E-06
3.00E+00,2.07E+00,-1.38E-05,-1.62E-05,6.87E-07,-6.33E-06,8.74E-07
3.00E+00,2.09E+00,-1.04E-05,2.08E-06,1.70E-06,-7.25E-06,2.71E-06
3.00E+00,2.12E+00,-2.54E-05,-1.27E-05,1.17E-06,-5.25E-06,4.21E-09
3.00E+00,2.14E+00,-1.67E-05,-1.73E-05,4.03E-08,-3.69E-06,-1.65E-06
3.00E+00,2.16E+00,-1.74E-05,-1.01E-05,1.39E-06,-7.20E-06,-2.54E-06
3.00E+00,2.19E+00,-1.70E-05,-2.76E-05,4.57E-06,-9.65E-06,1.13E-06
3.00E+00,2.21E+00,-3.10E-05,-3.01E-05,2.04E-06,-1.56E-05,-2.60E-06
3.00E+00,2.24E+00,-2.12E-05,-1.03E-05,-3.69E-06,-6.93E-06,-1.64E-06
3.00E+00,2.26E+00,-3.04E-05,-3.11E-05,-3.25E-06,-1.57E-05,2.13E-07
3.00E+00,2.29E+00,-2.37E-05,-2.66E-05,-2.45E-06,-1.37E-05,-5.65E-06
3.00E+00,2.31E+00,-3.75E-05,-2.18E-05,-1.01E-06,-2.13E-05,-4.07E-06
3.00E+00,2.34E+00,-3.80E-05,-1.58E-05,-1.42E-06,-1.76E-05,-3.10E-05
3.00E+00,2.36E+00,-2.40E-05,-3.18E-05,-7.27E-06,-1.75E-05,-9.67E-06
3.00E+00,2.38E+00,-4.15E-05,-2.30E-05,2.25E-06,-2.79E-05,-3.83E-06
3.00E+00,2.41E+00,-3.92E-05,-2.13E-05,1.24E-06,-2.25E-05,-1.43E-05
3.00E+00,2.43E+00,-2.00E-05,-3.01E-05,-3.80E-06,-1.60E-05,-6.00E-06
3.00E+00,2.46E+00,-4.66E-05,-1.99E-05,-3.27E-06,-2.20E-05,-1.79E-05
3.00E+00,2.48E+00,-2.08E-05,-7.67E-05,6.19E-06,-1.73E-05,-5.88E-06
3.00E+00,2.51E+00,-4.47E-05,-4.51E-05,4.02E-06,-1.70E-05,3.70E-07
3.00E+00,2.53E+00,-1.78E-05,-2.33E-05,-5.26E-06,-1.43E-05,-1.88E-05
3.00E+00,2.55E+00,-6.20E-05,-1.87E-05,6.36E-06,-2.57E-05,-3.88E-06
3.00E+00,2.58E+00,-5.07E-05,-3.19E-05,-1.75E-06,-3.46E-05,1.65E-05
3.00E+00,2.60E+00,-1.78E-05,-4.15E-05,4.98E-06,-1.39E-05,1.00E-05
3.00E+00,2.63E+00,-2.89E-05,-3.00E-05,1.12E-05,2.09E-06,-8.40E-06
3.00E+00,2.65E+00,-5.65E-05,-2.10E-05,-1.36E-05,-1.40E-05,3.65E-05
3.00E+00,2.68E+00,-3.75E-05,-3.17E-05,5.98E-06,-5.38E-06,3.26E-06
3.00E+00,2.70E+00,-1.68E-05,-2.07E-05,8.02E-06,2.84E-07,2.48E-06
3.00E+00,2.73E+00,-5.59E-05,-6.66E-06,-7.61E-06,-2.08E-05,-8.44E-06
3.00E+00,2.75E+00,-3.12E-05,-3.55E-05,1.00E-05,-2.09E-05,-2.14E-05
3.00E+00,2.77E+00,-2.89E-05,-1.50E-05,-1.02E-05,1.82E-06,-2.91E-05
3.00E+00,2.80E+00,-2.29E-05,-1.96E-05,-2.38E-06,-1.25E-05,-1.12E-05
3.00E+00,2.82E+00,-3.02E-05,1.16E-05,3.53E-06,-4.56E-07,9.23E-06
3.00E+00,2.85E+00,-3.60E-05,7.58E-06,7.14E-06,-1.28E-05,3.47E-05
3.00E+00,2.87E+00,-2.12E-05,5.05E-06,9.28E-06,-2.51E-05,1.50E-05
3.00E+00,2.90E+00,2.51E-05,1.03E-05,3.03E-06,-1.10E-05,4.91E-06
3.00E+00,2.92E+00,6.27E-05,7.72E-06,-6.14E-06,-1.81E-05,-2.64E-06
3.00E+00,2.95E+00,7.15E-05,1.75E-06,1.46E-06,-1.51E-06,1.90E-05
3.00E+00,2.96E+00,5.61E-05,2.28E-08,-8.41E-08,-2.69E-06,8.93E-06

x/H,y/H,uww>/Uc**3,<vvv>/Uc**3,<vvw>/Uc**3,<vww>/Uc**3,<www>/Uc**3
4.02E+00,2.04E-02,-1.19E-04,2.57E-06,3.00E-06,5.89E-06,-2.39E-04
4.02E+00,3.79E-02,-6.10E-05,-3.39E-06,-6.97E-06,-4.24E-05,-2.43E-04
4.02E+00,6.15E-02,-8.32E-05,-1.84E-05,-1.86E-05,3.10E-05,8.72E-05
4.02E+00,8.61E-02,3.82E-05,-5.54E-05,-1.26E-04,-5.18E-05,2.07E-05
4.02E+00,1.11E-01,9.51E-05,-2.18E-04,-1.71E-04,-1.40E-04,-3.62E-04
4.02E+00,1.35E-01,7.39E-05,-1.95E-04,-4.60E-05,-1.39E-05,3.64E-04
4.02E+00,1.59E-01,2.56E-04,-3.71E-04,-3.02E-05,-6.76E-05,2.68E-04
4.02E+00,1.84E-01,3.27E-04,-3.00E-04,-1.63E-04,-2.20E-04,6.65E-05
4.02E+00,2.08E-01,1.25E-04,-2.05E-04,7.12E-06,-1.15E-04,-6.87E-05
4.02E+00,2.32E-01,2.21E-04,-1.92E-04,5.17E-05,-2.41E-04,-1.42E-04
4.02E+00,2.57E-01,1.56E-04,-4.00E-04,1.33E-04,-2.31E-04,8.06E-05
4.02E+00,2.81E-01,7.01E-05,-1.36E-04,-8.98E-05,-1.82E-04,1.36E-05
4.02E+00,3.06E-01,1.47E-04,-1.74E-04,-8.07E-05,-8.34E-05,3.84E-04
4.02E+00,3.30E-01,2.59E-04,-2.92E-04,-2.81E-05,-4.82E-05,9.12E-05
4.02E+00,3.55E-01,3.16E-04,-3.95E-04,-2.22E-04,-1.90E-04,7.17E-05
4.02E+00,3.79E-01,2.29E-04,-3.40E-04,4.20E-05,-2.02E-04,9.64E-05
4.02E+00,4.03E-01,4.25E-04,-3.03E-04,1.44E-04,-4.38E-04,4.33E-04
4.02E+00,4.28E-01,2.99E-04,-5.34E-04,-5.54E-05,-3.71E-04,4.36E-04
4.02E+00,4.52E-01,9.55E-05,-4.71E-04,-7.43E-05,-5.11E-04,3.42E-04
4.02E+00,4.77E-01,7.56E-05,-6.23E-04,-1.88E-04,-4.44E-04,-2.83E-04
4.02E+00,5.01E-01,7.86E-05,-2.98E-04,-1.06E-04,-2.50E-04,1.11E-04
4.02E+00,5.26E-01,3.27E-04,-4.21E-04,-3.87E-05,-3.78E-04,-1.84E-05
4.02E+00,5.50E-01,3.62E-05,-4.04E-04,-1.26E-04,-1.23E-04,-2.24E-04
4.02E+00,5.75E-01,9.63E-05,-2.56E-04,-4.02E-05,3.38E-06,6.85E-04
4.02E+00,5.98E-01,-2.04E-04,-3.32E-04,-2.64E-04,-7.57E-05,-1.96E-04
4.02E+00,6.23E-01,-1.80E-04,-2.98E-04,-4.52E-06,-4.08E-04,5.49E-04
4.02E+00,6.48E-01,5.31E-05,-3.20E-04,5.05E-05,-1.89E-04,-2.78E-04
4.02E+00,6.72E-01,2.51E-04,-2.72E-04,-4.18E-04,-3.02E-04,2.47E-04
4.02E+00,6.97E-01,2.98E-04,-4.56E-04,-2.48E-04,-1.07E-04,4.62E-05
4.02E+00,7.21E-01,-2.18E-04,-4.15E-04,3.73E-04,1.15E-05,-3.09E-04
4.02E+00,7.46E-01,-1.52E-04,-2.41E-04,2.78E-04,-1.12E-04,-1.68E-04
