y/H,N,U/Uc,V/Uc,W/Uc
"1.00000E+00,1.60169E+00,-1.33620E-04,4.94155E-05,-2.60713E-06,-2.43409E-05,2.38431E-06"
"1.00000E+00,1.62586E+00,-1.20034E-04,6.17412E-05,6.16237E-06,-4.21744E-05,-3.12269E-06"
"1.00000E+00,1.65053E+00,-1.20466E-04,5.02460E-05,1.84608E-05,-2.96814E-05,-1.60871E-06"
"1.00000E+00,1.67455E+00,-1.27048E-04,2.58048E-05,8.01422E-06,-3.70879E-05,4.49972E-06"
"1.00000E+00,1.69923E+00,-1.03962E-04,5.49406E-05,6.10888E-06,-3.57016E-05,1.20962E-06"
"1.00000E+00,1.72330E+00,-1.27031E-04,5.08893E-05,-1.39826E-05,-2.80190E-05,3.35553E-06"
"1.00000E+00,1.74793E+00,-7.82845E-05,3.14239E-05,7.08467E-06,-2.33898E-05,-3.54136E-06"
"1.00000E+00,1.77246E+00,-8.18345E-05,3.16549E-05,-2.63415E-06,-3.57835E-05,-3.61317E-06"
"1.00000E+00,1.79708E+00,-9.22686E-05,2.37490E-05,8.59584E-06,-2.78601E-05,-1.56922E-07"
"1.00000E+00,1.82108E+00,-7.62327E-05,2.44498E-05,-7.77795E-07,-3.13529E-05,-6.27623E-07"
"1.00000E+00,1.84578E+00,-6.54831E-05,2.70872E-05,3.12528E-06,-2.76974E-05,-4.52969E-07"
"1.00000E+00,1.87039E+00,-5.76339E-05,1.69471E-05,1.90564E-06,-1.84579E-05,4.49189E-07"
"1.00000E+00,1.89480E+00,-8.11229E-05,9.29022E-06,1.41813E-05,-3.91543E-05,-6.66975E-07"
"1.00000E+00,1.91922E+00,-6.00314E-05,4.05426E-06,-3.08128E-06,-2.34164E-05,-4.60565E-07"
"1.00000E+00,1.94391E+00,-4.98535E-05,2.86377E-06,4.56374E-06,-2.12228E-05,2.51616E-06"
"1.00000E+00,1.96816E+00,-4.73632E-05,4.32523E-06,-4.11869E-06,-2.63731E-05,-3.46513E-06"
"1.00000E+00,1.99260E+00,-8.40039E-05,4.04260E-06,5.56739E-06,-2.77562E-05,-4.80004E-06"
"1.00000E+00,2.01713E+00,-5.55701E-05,-1.83628E-05,2.87415E-06,-3.46789E-05,-1.28089E-06"
"1.00000E+00,2.04179E+00,-5.64801E-05,-7.81546E-06,1.46315E-06,-2.22593E-05,6.58389E-06"
"1.00000E+00,2.06662E+00,-6.38973E-05,-2.21130E-05,4.92355E-06,-3.20345E-05,-3.25292E-06"
"1.00000E+00,2.09029E+00,-6.52641E-05,-2.79243E-05,-1.43990E-05,-3.31562E-05,-9.40836E-06"
"1.00000E+00,2.11490E+00,-8.61599E-05,-3.13113E-05,-9.35850E-06,-2.90052E-05,-3.82738E-06"
"1.00000E+00,2.13912E+00,-1.09772E-04,-1.52713E-05,2.79488E-06,-2.94680E-05,-3.34890E-07"
"1.00000E+00,2.16400E+00,-1.08237E-04,-3.29613E-05,-2.17590E-06,-3.55642E-05,-4.95688E-07"
"1.00000E+00,2.18874E+00,-1.03593E-04,-4.87346E-05,-4.18257E-06,-4.49784E-05,-2.32654E-06"
"1.00000E+00,2.21297E+00,-1.17794E-04,-3.62085E-05,-7.09362E-06,-4.03688E-05,-3.32531E-06"
"1.00000E+00,2.23751E+00,-1.36427E-04,-4.51402E-05,-3.89600E-06,-3.92526E-05,-1.04834E-05"
"1.00000E+00,2.26115E+00,-1.45107E-04,-4.08317E-05,-1.23663E-05,-3.99044E-05,-1.65842E-06"
"1.00000E+00,2.28568E+00,-9.22195E-05,-3.29819E-05,5.22520E-06,-3.02477E-05,1.46579E-06"
"1.00000E+00,2.31019E+00,-1.13955E-04,-3.14702E-05,1.40319E-05,-3.26868E-05,-2.00941E-07"
"1.00000E+00,2.33482E+00,-1.56777E-04,-6.01862E-05,-2.47200E-05,-6.72494E-05,-1.66058E-05"
"1.00000E+00,2.35970E+00,-1.44599E-04,-2.92416E-05,-3.54806E-06,-3.91777E-05,-1.21705E-05"
"1.00000E+00,2.38340E+00,-1.07445E-04,-1.78046E-05,3.16250E-06,-4.05212E-05,-1.57052E-05"
"1.00000E+00,2.40893E+00,-9.72488E-05,-2.79596E-05,2.06936E-07,-3.70858E-05,-3.12786E-06"
"1.00000E+00,2.43297E+00,-1.34698E-04,-5.99846E-05,-9.30505E-06,-5.87817E-05,-1.69568E-05"
"1.00000E+00,2.45707E+00,-1.18924E-04,-4.89022E-05,3.58413E-05,-3.44642E-05,5.68754E-06"
"1.00000E+00,2.48154E+00,-1.05704E-04,-4.02267E-05,-2.59225E-06,-5.41968E-05,-7.85233E-06"
"1.00000E+00,2.50549E+00,-1.10899E-04,-5.49034E-05,1.11694E-05,-4.33825E-05,-3.23953E-06"
"1.00000E+00,2.53044E+00,-8.31237E-05,-3.01163E-05,4.28242E-06,-1.69856E-05,-1.58465E-05"
"1.00000E+00,2.55439E+00,-1.40686E-04,-3.87891E-05,-2.90711E-05,-3.23799E-05,-7.03076E-06"
"1.00000E+00,2.57993E+00,-1.76695E-04,-8.45075E-05,-3.95972E-05,-3.68627E-05,-1.83108E-05"
"1.00000E+00,2.60368E+00,-1.34289E-04,-2.94097E-05,5.09480E-05,-2.40958E-05,1.28746E-05"
"1.00000E+00,2.62834E+00,-1.81842E-04,-6.23790E-05,8.34952E-06,-5.54057E-05,-7.08150E-07"
"1.00000E+00,2.65322E+00,-1.79422E-04,-1.58360E-05,1.45410E-05,-3.77613E-05,1.28044E-05"
"1.00000E+00,2.67759E+00,-1.74161E-04,-1.26996E-05,8.37403E-06,-1.35337E-05,-9.28843E-06"
"1.00000E+00,2.70193E+00,-2.39567E-04,-8.14424E-05,3.74577E-05,-4.92562E-05,1.46132E-05",,,,,,
"1.00000E+00,2.72659E+00,-2.52990E-04,-7.68984E-05,4.74444E-05,-5.31317E-05,9.82226E-06",,,,,,
"1.00000E+00,2.75080E+00,-2.89106E-04,-9.72176E-05,1.24633E-05,-3.43287E-05,1.49040E-05",,,,,,
"1.00000E+00,2.77498E+00,-3.28018E-04,-1.26468E-04,7.93750E-06,-2.28453E-05,8.77260E-06",,,,,,
"1.00000E+00,2.80000E+00,-3.93382E-04,-1.08948E-04,-4.79848E-05,-2.58565E-05,-3.37168E-05",,,,,,
"1.00000E+00,2.82422E+00,-4.56999E-04,-1.11539E-04,1.89665E-05,-6.75014E-05,-1.38948E-06",,,,,,
"1.00000E+00,2.84839E+00,-4.28955E-04,-9.08839E-05,-8.50319E-06,-2.11225E-05,-1.00847E-05",,,,,,
"1.00000E+00,2.87254E+00,-7.32855E-04,-2.04556E-04,7.12029E-05,-8.35682E-06,1.07999E-05",,,,,,
"1.00000E+00,2.89668E+00,-1.17097E-03,-2.03546E-04,8.59290E-05,-2.63218E-05,2.62607E-05",,,,,,
"1.00000E+00,2.92095E+00,-9.81046E-04,-7.74572E-05,-3.88099E-05,6.48532E-06,1.54688E-06",,,,,,
"1.00000E+00,2.94620E+00,3.76147E-03,1.56702E-04,1.38515E-04,3.55612E-05,1.03959E-05",,,,,,
"1.00000E+00,2.96278E+00,7.54751E-03,5.15628E-05,7.72019E-05,4.41339E-05,1.39509E-05",,,,,,

x/H,y/H,<uuu>/Uc**3,<uuv>/Uc**3,<uuw>/Uc**3,<uvv>/Uc**3,<uvw>/Uc**3
"2.02439E+00,1.85007E-02,-4.07414E-06,-4.36541E-06,-2.45962E-06,-6.57760E-06,-4.78535E-06",,,,,,
"2.02439E+00,3.74922E-02,-2.41066E-05,-1.16103E-06,-8.09649E-06,7.37075E-07,-1.41725E-07",,,,,,
"2.02439E+00,6.17232E-02,-8.93885E-05,-7.08347E-06,-3.76277E-05,-5.47294E-06,-2.57360E-06"
"2.02439E+00,8.60451E-02,-1.09686E-04,-5.94552E-08,-1.34519E-05,5.47528E-06,4.94462E-06"
"2.02439E+00,1.10185E-01,-9.57323E-05,4.14453E-06,-2.02579E-06,-6.20892E-06,-4.54275E-06"
"2.02439E+00,1.34889E-01,-1.24035E-04,2.14602E-05,-2.80315E-06,-7.27979E-06,-3.03093E-06"
"2.02439E+00,1.59094E-01,-1.56356E-04,-1.20111E-05,7.00019E-05,-1.73842E-05,-1.54572E-05"
"2.02439E+00,1.83585E-01,-1.01175E-04,2.28776E-05,1.35406E-05,-1.89030E-05,-4.59100E-05"
"2.02439E+00,2.08226E-01,-1.70158E-04,1.29219E-05,5.21909E-05,-2.85264E-05,-1.74304E-05"
"2.02439E+00,2.32617E-01,-1.50746E-04,6.86121E-05,-2.52612E-05,-4.72268E-05,6.00649E-07"
"2.02439E+00,2.56529E-01,-4.67383E-05,-2.36386E-06,-2.11414E-05,-9.03959E-06,-5.25128E-06"
"2.02439E+00,2.80476E-01,-1.24801E-04,1.63630E-05,-3.27566E-05,-4.03296E-05,1.74991E-05"
"2.02439E+00,3.06141E-01,-6.54349E-05,-2.54008E-05,1.60877E-05,1.61427E-05,1.54336E-05"
"2.02439E+00,3.30217E-01,-1.68695E-05,5.08346E-06,3.17990E-05,1.63486E-05,6.91869E-06"
"2.02439E+00,3.53573E-01,-8.61944E-05,6.49285E-06,6.22885E-05,9.43260E-06,5.22543E-06"
"2.02439E+00,3.78361E-01,6.20057E-06,6.29207E-06,-4.15997E-05,-1.86449E-05,9.62732E-06"
"2.02439E+00,4.03027E-01,-5.57202E-05,-4.18330E-05,7.14444E-05,3.42580E-05,-2.05891E-05"
"2.02439E+00,4.27854E-01,-9.00882E-05,1.79311E-05,8.60810E-06,-1.33452E-05,1.02099E-05"
"2.02439E+00,4.52649E-01,-1.37906E-04,7.03347E-05,-3.72640E-05,2.93896E-05,1.62784E-05"
"2.02439E+00,4.77215E-01,-1.30786E-04,6.16673E-05,2.69558E-05,-1.10182E-05,-1.26790E-05"
"2.02439E+00,5.01578E-01,1.37209E-05,-8.26756E-05,-2.76403E-05,6.20052E-05,1.35102E-05"
"2.02439E+00,5.25068E-01,-3.39880E-05,-1.38163E-04,-6.11416E-05,9.77731E-05,8.16215E-06"
"2.02439E+00,5.50559E-01,5.48006E-05,-1.34041E-04,-3.43713E-05,1.61280E-04,2.39241E-05"
"2.02439E+00,5.74383E-01,3.21429E-04,-1.70748E-04,-8.26954E-06,1.02065E-04,1.82021E-05"
"2.02439E+00,5.99220E-01,6.68187E-05,-1.16654E-04,9.70417E-05,1.45088E-04,-7.55114E-05"
"2.02439E+00,6.22841E-01,1.58644E-04,-1.72543E-04,-1.17203E-05,2.32994E-04,-3.32063E-05"
"2.02439E+00,6.48012E-01,2.21681E-04,-1.21265E-04,5.17625E-05,5.49365E-05,-1.15665E-04"
"2.02439E+00,6.72349E-01,4.27511E-04,-3.36514E-04,2.23567E-04,2.90931E-04,-1.39968E-04"
"2.02439E+00,6.97161E-01,6.00516E-04,-3.20080E-04,-1.19056E-04,2.60763E-04,-2.90389E-05"
"2.02439E+00,7.21198E-01,6.58325E-04,-2.74132E-04,1.91348E-04,1.95709E-04,-1.23997E-04"
"2.02439E+00,7.45707E-01,5.28952E-04,-2.24570E-04,2.57013E-05,1.79415E-04,-1.88843E-04"
"2.02439E+00,7.70239E-01,6.94160E-04,-3.59841E-04,1.05778E-04,5.20343E-04,-3.06368E-05"
"2.02439E+00,7.94776E-01,1.03644E-03,-7.11896E-04,-1.29036E-04,6.15328E-04,2.15701E-05"
"2.02439E+00,8.18520E-01,5.21744E-04,-1.65830E-04,7.08609E-08,3.25253E-04,8.14672E-05"
"2.02439E+00,8.44239E-01,2.65713E-03,-9.05019E-04,-4.79931E-04,8.76567E-04,-5.20155E-05"
"2.02439E+00,8.67895E-01,5.35219E-04,-2.99316E-04,1.91388E-05,2.78445E-04,6.41089E-06"
"2.02439E+00,8.92744E-01,1.46434E-03,-1.12766E-03,6.04277E-05,7.74999E-04,3.58346E-04"
"2.02439E+00,9.16705E-01,1.02622E-03,-8.16885E-04,-9.74224E-04,6.85841E-04,3.99299E-04"
"2.02439E+00,9.42280E-01,1.46386E-03,-6.79858E-04,1.22541E-04,3.86510E-04,-1.31103E-04"
"2.02439E+00,9.65810E-01,1.00644E-03,7.87744E-05,6.21489E-04,-2.38398E-04,-1.02053E-04"
"2.02439E+00,9.90802E-01,1.00756E-03,-4.57903E-04,-5.13861E-04,1.86457E-04,1.27696E-04"
"2.02439E+00,1.01460E+00,3.92071E-04,3.83829E-04,-1.62248E-04,-5.09586E-04,1.92414E-04"
"2.02439E+00,1.03896E+00,-2.70024E-04,9.49040E-04,5.01804E-05,-6.69239E-04,7.64875E-05"
"2.02439E+00,1.06393E+00,-2.96539E-04,8.41884E-04,1.33162E-04,-9.23444E-04,-2.62783E-06"
"2.02439E+00,1.08851E+00,-2.43950E-03,1.02949E-03,2.67493E-04,-6.90455E-04,-3.60394E-05"
"2.02439E+00,1.11216E+00,-2.30267E-03,8.44965E-04,1.58711E-04,-6.50612E-04,2.38628E-04"
"2.02439E+00,1.13741E+00,-1.98442E-03,1.07443E-03,-2.84733E-04,-5.79323E-04,1.79863E-04"
"2.02439E+00,1.16135E+00,-1.58970E-03,1.02895E-03,-5.67152E-05,-6.68835E-04,4.97483E-05"
"2.02439E+00,1.18581E+00,-8.20590E-04,4.39394E-04,-3.92042E-05,-2.92340E-04,-1.78390E-05"
"2.02439E+00,1.21070E+00,-9.88957E-04,4.45220E-04,-1.08496E-04,-3.36223E-04,9.53012E-05"
"2.02439E+00,1.23517E+00,-1.13037E-03,4.99044E-04,1.74337E-04,-3.24871E-04,-7.38370E-06"
"2.02439E+00,1.25906E+00,-7.29118E-04,2.84010E-04,2.03583E-04,-2.21837E-04,-8.53872E-05"
"2.02439E+00,1.28375E+00,-3.07399E-04,1.67737E-04,2.57737E-05,-1.74481E-04,-4.52890E-06"
"2.02439E+00,1.30851E+00,-2.23099E-04,1.53188E-04,5.53391E-05,-1.02771E-04,3.95205E-06"
"2.02439E+00,1.33291E+00,-2.61627E-04,1.45470E-04,6.70735E-05,-8.07468E-05,-5.12584E-05"
"2.02439E+00,1.35698E+00,-2.07653E-04,1.21356E-04,9.98557E-06,-5.02474E-05,-6.10695E-06"
"2.02439E+00,1.38136E+00,-1.98057E-04,5.53024E-05,-2.59175E-05,-4.70560E-05,2.09755E-05"
"2.02439E+00,1.40633E+00,-1.58481E-04,7.25877E-05,-8.55544E-06,-4.24663E-05,9.59541E-06"
"2.02439E+00,1.43020E+00,-1.92108E-04,8.25397E-05,-2.08731E-06,-3.89822E-05,2.68483E-06"
"2.02439E+00,1.45501E+00,-8.85084E-05,2.78158E-05,-4.68251E-06,-2.44701E-05,2.90022E-06"
"2.02439E+00,1.47922E+00,-1.08145E-04,5.39383E-05,1.06471E-05,-4.54343E-05,-4.66956E-06"
"2.02439E+00,1.50394E+00,-8.53528E-05,3.30097E-05,1.88727E-05,-3.60357E-05,-9.28021E-06"
"2.02439E+00,1.52806E+00,-1.50833E-04,6.84252E-05,-2.61283E-05,-5.03218E-05,1.25425E-05"
"2.02439E+00,1.55244E+00,-1.39948E-04,6.04644E-05,1.64871E-05,-3.25038E-05,2.81428E-06"
"2.02439E+00,1.57693E+00,-1.06780E-04,4.22484E-05,-8.40700E-06,-4.26601E-05,-2.27005E-07"
"2.02439E+00,1.60156E+00,-5.93804E-05,3.11696E-05,3.11763E-06,-2.55840E-05,5.42092E-06"
"2.02439E+00,1.62605E+00,-1.13961E-04,3.95283E-05,1.37343E-06,-2.68826E-05,-3.09944E-06"
"2.02439E+00,1.65062E+00,-1.12964E-04,4.62874E-05,9.42163E-06,-3.51849E-05,-4.56407E-06"
"2.02439E+00,1.67467E+00,-1.02711E-04,4.97157E-05,-8.71820E-06,-2.72392E-05,7.23094E-06"
"2.02439E+00,1.69963E+00,-8.42371E-05,5.26363E-05,1.95216E-05,-2.11619E-05,-5.31578E-06"
"2.02439E+00,1.72347E+00,-9.05836E-05,3.92089E-05,8.93215E-06,-2.81703E-05,4.62089E-07"
"2.02439E+00,1.74776E+00,-9.25937E-05,2.60728E-05,-2.97867E-07,-2.55296E-05,-2.23980E-06"
"2.02439E+00,1.77245E+00,-6.91805E-05,3.48719E-05,8.35966E-06,-2.30400E-05,-2.61378E-06"
"2.02439E+00,1.79734E+00,-7.37295E-05,2.40439E-05,-7.42630E-06,-3.12769E-05,-3.55387E-06"
"2.02439E+00,1.82165E+00,-9.79508E-05,3.64157E-05,1.14908E-05,-2.81084E-05,-8.08047E-07"
"2.02439E+00,1.84622E+00,-7.53585E-05,2.07439E-05,8.06522E-07,-2.21548E-05,-3.34611E-06"
"2.02439E+00,1.87020E+00,-8.04264E-05,2.07928E-05,1.66446E-07,-2.74922E-05,-4.89049E-06"
"2.02439E+00,1.89506E+00,-3.44829E-05,8.80111E-06,3.38121E-07,-1.78025E-05,9.47672E-07"
"2.02439E+00,1.91942E+00,-5.73997E-05,6.12151E-06,-7.07130E-06,-1.63523E-05,-1.14001E-06"
"2.02439E+00,1.94356E+00,-2.64478E-05,-1.33002E-06,4.18837E-06,-2.04277E-05,-6.74950E-06"
"2.02439E+00,1.96814E+00,-6.43775E-05,-1.26984E-06,-9.02200E-06,-2.16439E-05,-8.60824E-06"
"2.02439E+00,1.99260E+00,-5.59447E-05,-4.67447E-06,-2.35698E-07,-2.14825E-05,-1.39870E-06"
"2.02439E+00,2.01716E+00,-5.67739E-05,-1.01963E-05,3.10742E-06,-2.87416E-05,-1.35695E-06"
"2.02439E+00,2.04168E+00,-3.63165E-05,-1.58652E-05,-1.70535E-06,-2.34027E-05,-5.21432E-06"
"2.02439E+00,2.06629E+00,-5.42703E-05,-3.25423E-05,-2.78272E-06,-2.79565E-05,-5.69746E-06"
"2.02439E+00,2.09049E+00,-5.09568E-05,-2.24506E-05,-9.41919E-07,-2.29951E-05,9.26842E-07"
"2.02439E+00,2.11484E+00,-5.96751E-05,-1.68977E-05,-2.08203E-06,-2.80309E-05,-2.10169E-06"
"2.02439E+00,2.13956E+00,-7.05175E-05,-2.72781E-05,7.20174E-06,-2.30030E-05,3.76146E-06"
"2.02439E+00,2.16381E+00,-8.37885E-05,-3.92364E-05,3.66380E-06,-3.30258E-05,8.60222E-06"
"2.02439E+00,2.18809E+00,-1.28262E-04,-3.50740E-05,-2.64054E-06,-3.90111E-05,2.59688E-06"
"2.02439E+00,2.21276E+00,-8.74464E-05,-3.03566E-05,-4.56916E-06,-2.43315E-05,-4.85684E-06"
"2.02439E+00,2.23696E+00,-1.56937E-04,-6.06834E-05,-2.36731E-05,-4.72140E-05,-1.23126E-05"
"2.02439E+00,2.26236E+00,-1.23754E-04,-4.86065E-05,-1.32800E-05,-3.47858E-05,-9.92846E-06"
"2.02439E+00,2.28614E+00,-1.04635E-04,-3.79582E-05,1.68961E-06,-2.92548E-05,-1.26338E-06"
"2.02439E+00,2.31046E+00,-1.46099E-04,-3.42080E-05,-2.41804E-06,-3.34248E-05,-5.90539E-06"
"2.02439E+00,2.33493E+00,-1.33410E-04,-5.31078E-05,-9.02058E-06,-5.25132E-05,-4.94531E-06"
"2.02439E+00,2.35929E+00,-1.67869E-04,-6.25185E-05,-9.01576E-06,-5.00307E-05,-5.93873E-06"
"2.02439E+00,2.38392E+00,-1.57628E-04,-5.08140E-05,1.27920E-05,-4.07932E-05,-4.68926E-07"
"2.02439E+00,2.40858E+00,-1.19129E-04,-5.32625E-05,4.95564E-06,-4.79623E-05,-5.30623E-07"
"2.02439E+00,2.43299E+00,-1.11343E-04,-5.01023E-05,-1.46921E-05,-4.49242E-05,-8.18391E-06"
"2.02439E+00,2.45720E+00,-1.70916E-04,-6.00034E-05,-1.95053E-05,-3.58802E-05,-1.80621E-05"
"2.02439E+00,2.48185E+00,-1.24778E-04,-5.22735E-05,-5.39085E-06,-4.43782E-05,2.08185E-06"
"2.02439E+00,2.50595E+00,-8.77830E-05,-2.93627E-05,6.32371E-06,-3.57881E-05,-2.60031E-07"
"2.02439E+00,2.53102E+00,-8.05122E-05,-4.78003E-05,-3.91729E-06,-3.24372E-05,3.09247E-06"
"2.02439E+00,2.55451E+00,-1.37446E-04,-5.56091E-05,1.33025E-05,-4.05080E-05,8.45264E-06"
"2.02439E+00,2.57934E+00,-1.92443E-04,-9.96808E-05,-1.77461E-05,-5.36514E-05,9.45285E-07"
"2.02439E+00,2.60385E+00,-1.82839E-04,-4.73462E-05,-6.22068E-06,-3.40813E-05,-3.97539E-07"
"2.02439E+00,2.62766E+00,-2.07171E-04,-7.12971E-05,-3.77659E-07,-2.60296E-05,1.20020E-05"
"2.02439E+00,2.65254E+00,-2.04513E-04,-5.91444E-05,-9.20092E-06,-5.74842E-05,-1.56441E-05"
"2.02439E+00,2.67717E+00,-2.72150E-04,-1.12621E-04,9.49821E-06,-7.22699E-05,1.11484E-05"
"2.02439E+00,2.70151E+00,-2.54917E-04,-7.13577E-05,-4.17373E-05,-3.20925E-05,4.05519E-06"
"2.02439E+00,2.72646E+00,-2.80811E-04,-5.56160E-05,-9.29991E-06,-2.18180E-05,-7.76225E-07"
"2.02439E+00,2.75063E+00,-3.96391E-04,-7.98079E-05,-2.02453E-05,-3.49154E-05,5.37997E-07"
"2.02439E+00,2.77437E+00,-3.47342E-04,-6.91084E-05,-1.83036E-05,-1.77813E-05,9.03894E-06"
"2.02439E+00,2.79949E+00,-3.29750E-04,-6.99908E-05,-4.10750E-05,-9.96041E-06,-4.27157E-06",,,,,,
"2.02439E+00,2.82385E+00,-6.09538E-04,-1.23775E-04,-3.44694E-05,-2.38062E-05,5.96880E-06",,,,,,
"2.02439E+00,2.84856E+00,-7.48144E-04,-1.77059E-04,-3.44531E-05,-4.48430E-05,3.21161E-06",,,,,,
"2.02439E+00,2.87288E+00,-9.86675E-04,-2.46921E-04,3.15695E-05,-4.46263E-05,1.18538E-05",,,,,,
"2.02439E+00,2.89751E+00,-5.97775E-04,-1.37742E-04,4.41594E-05,-7.18172E-06,2.17926E-06",,,,,,
"2.02439E+00,2.92161E+00,1.88044E-05,-4.51208E-05,1.59558E-05,3.67485E-05,2.58756E-05",,,,,,
"2.02439E+00,2.94651E+00,1.03498E-03,3.70852E-05,-1.80207E-05,1.54115E-05,-6.57035E-06",,,,,,
"2.02439E+00,2.96310E+00,7.60922E-03,-7.57694E-05,-2.26340E-06,1.99531E-05,3.35354E-06",,,,,,

x/H,y/H,<uuu>/Uc**3,<uuv>/Uc**3,<uuw>/Uc**3,<uvv>/Uc**3,<uvw>/Uc**3
"3.00000E+00,2.13807E-02,1.31048E-09,2.25575E-09,4.44706E-10,3.88286E-09,7.65481E-10",,,,,,
"3.00000E+00,4.18190E-02,7.03049E-06,2.31552E-05,5.37694E-05,1.27355E-05,3.40686E-05",,,,,,
"3.00000E+00,6.09841E-02,2.04997E-04,9.17039E-05,1.81582E-04,2.13326E-05,9.77410E-05",,,,,,
"3.00000E+00,8.45795E-02,1.73835E-04,-3.78901E-05,8.45824E-05,2.52259E-05,5.78152E-06",,,,,,
"3.00000E+00,1.09745E-01,1.36615E-04,5.43194E-05,2.19740E-04,7.87143E-05,7.52474E-05",,,,,,
"3.00000E+00,1.34636E-01,-5.62951E-05,-6.95436E-05,4.50862E-05,8.82811E-05,-9.46869E-05",,,,,,
"3.00000E+00,1.58950E-01,8.55649E-05,-7.34247E-05,-1.53972E-05,9.04822E-05,-7.55775E-05"
"3.00000E+00,1.84293E-01,3.09588E-05,-2.77925E-05,-6.06274E-05,9.04073E-05,-1.92454E-05"
"3.00000E+00,2.09353E-01,9.25391E-06,-3.86201E-05,7.39380E-05,2.63619E-04,-2.01143E-04"
"3.00000E+00,2.29361E-01,-1.28447E-04,1.62551E-04,-6.86291E-05,-9.83401E-06,-8.84230E-05"
"3.00000E+00,2.56310E-01,7.54806E-04,-3.37607E-04,5.79920E-05,3.15167E-04,4.04034E-05"
"3.00000E+00,2.80195E-01,7.14261E-04,-4.03537E-04,2.36221E-04,1.36995E-04,-5.24416E-05"
"3.00000E+00,3.06137E-01,1.36815E-04,-8.23703E-05,1.94600E-04,7.97872E-05,-1.42747E-04"
"3.00000E+00,3.29539E-01,3.30495E-04,-8.78087E-05,1.51309E-04,1.60051E-04,-7.49820E-05"
"3.00000E+00,3.53198E-01,8.24667E-04,-1.03060E-03,2.93318E-04,7.22002E-04,2.28566E-04"
"3.00000E+00,3.77646E-01,1.30262E-04,9.56593E-05,1.11106E-05,-4.20186E-05,-7.13319E-06"
"3.00000E+00,4.03920E-01,-3.11111E-04,-1.58094E-04,-3.34174E-05,3.26514E-04,7.14555E-05"
"3.00000E+00,4.27112E-01,-3.34021E-04,2.50019E-04,-4.85404E-04,-8.76539E-05,1.96023E-04"
"3.00000E+00,4.52134E-01,-5.61573E-05,-1.61420E-04,-4.96675E-05,-6.10342E-05,-2.55516E-04"
"3.00000E+00,4.75515E-01,1.34411E-03,-2.55159E-04,-9.76882E-05,2.84131E-04,2.52263E-04"
"3.00000E+00,5.02844E-01,1.31419E-03,-8.08634E-04,-1.92956E-04,6.07128E-04,-1.78778E-04"
"3.00000E+00,5.26271E-01,9.18091E-04,-1.42136E-04,-2.92103E-05,-9.22898E-06,-2.61657E-04"
"3.00000E+00,5.49595E-01,2.15953E-05,-3.86201E-04,3.02881E-04,1.47251E-04,-2.50108E-04"
"3.00000E+00,5.74395E-01,1.91039E-04,1.49712E-04,-4.44408E-04,-1.38923E-04,8.21903E-05"
"3.00000E+00,5.98966E-01,6.00181E-04,-6.53082E-04,-1.06388E-04,5.46821E-04,-1.77782E-04"
"3.00000E+00,6.24122E-01,-3.55092E-04,1.97678E-05,2.92638E-04,2.69666E-04,-7.83860E-05"
"3.00000E+00,6.47805E-01,9.56832E-04,-2.50959E-04,1.76183E-04,1.84602E-04,-2.36170E-04"
"3.00000E+00,6.72146E-01,1.27176E-03,-2.47835E-04,1.58361E-04,-3.42749E-05,8.94928E-05"
"3.00000E+00,6.96829E-01,-2.01556E-05,-3.34625E-04,9.03118E-04,-9.18219E-06,-1.03988E-04"
"3.00000E+00,7.20771E-01,-7.17879E-04,-1.49922E-04,3.57454E-04,1.07488E-04,1.22288E-04"
"3.00000E+00,7.46393E-01,-1.48531E-04,1.86303E-04,-5.11638E-04,-2.47721E-04,2.06074E-04"
"3.00000E+00,7.70288E-01,4.10902E-04,-2.79051E-04,3.02005E-04,4.54310E-04,-1.35664E-04"
"3.00000E+00,7.96512E-01,1.25231E-03,-1.00008E-03,-1.46488E-04,3.60716E-04,2.87409E-04"
"3.00000E+00,8.19363E-01,5.53295E-04,1.56485E-05,-5.75760E-04,1.37177E-04,1.46897E-04"
"3.00000E+00,8.43317E-01,7.63383E-04,-2.07696E-04,4.80592E-04,2.63436E-04,2.55768E-04"
"3.00000E+00,8.68568E-01,1.73571E-03,-9.07710E-04,-3.31580E-05,1.88473E-04,2.06171E-04"
"3.00000E+00,8.92878E-01,-9.41786E-04,2.08355E-04,8.10948E-04,-2.23880E-04,-2.77858E-04"
"3.00000E+00,9.16851E-01,-7.45936E-04,-2.79088E-05,-3.46134E-05,-5.46431E-05,1.78851E-05"
"3.00000E+00,9.41380E-01,1.89687E-04,-1.36156E-04,-4.95844E-04,6.06490E-05,3.22029E-04"
"3.00000E+00,9.64678E-01,-6.09942E-04,3.13948E-04,-2.40734E-04,-2.87539E-04,3.44298E-04"
"3.00000E+00,9.91361E-01,-1.42336E-03,5.46330E-04,-4.44228E-04,-5.96733E-04,2.15202E-04"
"3.00000E+00,1.01468E+00,-5.04999E-04,6.82315E-04,-3.83814E-04,-2.06776E-04,3.40720E-04"
"3.00000E+00,1.03938E+00,-1.75263E-03,4.83122E-04,-3.78366E-04,-1.16525E-04,2.42791E-04"
"3.00000E+00,1.06428E+00,-1.50215E-03,5.49163E-04,-3.96486E-05,-4.94334E-04,-2.65710E-05"
"3.00000E+00,1.08750E+00,-2.65532E-03,1.09506E-03,2.05973E-04,-6.96396E-04,-1.14726E-04"
